housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
no,Self-employed,mon,Higher.school.certificate,may,Inner.city,active,yes,0,2,90,2051,-1.2,Satisfactory,108.0644,satisfactory,33,15313,77.29,1,no
no,Lawyer,thu,Higher.school.certificate,may,suburban,inactive,no,0,4,108,5889,3.05,Satisfactory,110.4952,poor,34,15576,102.28,1,yes
no,Lawyer,mon,other,nov,Inner.city,inactive,yes,0,2,680,5362,1.15,Satisfactory,106.25,satisfactory,38,15595,89.54,1,no
no,Lawyer,tue,other,nov,Inner.city,inactive,yes,0,1,69,4366,1.15,Satisfactory,105.1,excellent,35,15530,84.42,0,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,180,2252,-1.4,High,108.2344,poor,31,15260,79.83,1,no
yes,Driver,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,4,153,4767,1.15,Satisfactory,112.14,poor,34,15566,88.7,1,no
no,Self-employed,fri,highschool.certificate,jun,suburban,inactive,no,0,2,1600,6189,3.4,Satisfactory,106782,satisfactory,46,15660,89.01,1,yes
yes,Driver,fri,Bachelour.degree,jul,Inner.city,inactive,no,0,5,316,6082,3.6,Satisfactory,105.5244,poor,28,15668,85.4,1,no
yes,Self-employed,tue,other,nov,Inner.city,inactive,yes,0,0,509,2744,-3.4,High,109.6292,satisfactory,34,15072,106.06,2,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,412,2841,-1.2,Satisfactory,111.7844,satisfactory,35,15307,75.72,0,yes
no,Driver,mon,doctorate,aug,Inner.city,inactive,yes,0,8,78,5423,3.4,Satisfactory,107.8852,satisfactory,37,15602,98.33,1,no
no,Plumber,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,1,53,5766,3.25,Satisfactory,105.4952,satisfactory,35,15585,98.8,0,no
no,Lawyer,thu,other,jun,Inner.city,inactive,no,0,2,320,5.85,3.7,Satisfactory,111202,satisfactory,39,15692,87.62,1,no
yes,Lawyer,tue,other,aug,suburban,inactive,yes,0,1,1173,5756,3.4,Satisfactory,107.3752,satisfactory,50,15729,101.25,0,no
yes,Electrician,thu,other,may,Inner.city,inactive,no,0,2,566,6199,3.25,Satisfactory,107.8152,satisfactory,50,15511,99.46,1,yes
no,Lawyer,mon,other,aug,Inner.city,inactive,no,1,0,2385,1229,-0.95,Low,107.6116,poor,26,15011,93.89,2,yes
yes,Gardener,fri,other,oct,Inner.city,inactive,yes,0,2,742,2201,-0.0500000000000001,High,109.0108,poor,34,14869,72.32,2,no
yes,Gardener,wed,Bachelour.degree,jul,Inner.city,inactive,no,0,3,648,5951,3.7,Satisfactory,106.5944,satisfactory,34,15741,84.1,1,no
yes,Chef,wed,unknown,may,Inner.city,inactive,yes,2,1,495,2151,-1.1,Low,106.7008,poor,16,15071,92.66,3,no
yes,Academic,fri,highschool.certificate,nov,Inner.city,inactive,yes,0,0,140,5392,1.25,Satisfactory,107.88,satisfactory,57,15563,89.7,0,no
yes,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,no,0,2,107,5064,3.25,Satisfactory,109.7952,satisfactory,29,15583,95.38,1,no
no,Plumber,wed,other,jun,Inner.city,inactive,no,0,0,620,6349,3.25,Satisfactory,106.1352,satisfactory,32,15596,99.03,0,no
yes,Librarian,tue,TAFE,may,Inner.city,inactive,no,0,3,206,5853,3.05,Satisfactory,112.3152,satisfactory,56,15530,96.2,1,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,0,141,5923,3.05,Satisfactory,106.6552,satisfactory,50,15567,97.55,0,no
yes,Librarian,tue,highschool.certificate,jun,Inner.city,inactive,yes,0,2,178,2461,-2.85,Satisfactory,110.4004,satisfactory,58,15240,90.16,0,no
yes,Lawyer,wed,other,nov,Inner.city,inactive,yes,0,0,1442,5707,1.35,Satisfactory,106.93,satisfactory,36,15571,87.4,0,yes
no,Self-employed,mon,TAFE,may,Inner.city,inactive,no,0,2,236,5809,3.05,Satisfactory,106.4052,satisfactory,52,15600,97.71,1,yes
unknown,Lawyer,wed,Bachelour.degree,nov,Inner.city,not.registered,yes,0,1,848,4584,1.15,Satisfactory,106.59,excellent,53,15568,89.8,0,no
yes,Driver,wed,doctorate,jun,Inner.city,inactive,no,0,3,104,5912,3.8,Satisfactory,107972,satisfactory,37,15684,86.14,0,no
no,Self-employed,fri,TAFE,may,suburban,inactive,no,0,1,1968,6186,3.35,Satisfactory,105.4952,excellent,36,15553,99.13,1,no
no,Academic,thu,other,oct,Inner.city,inactive,yes,4,3,779,1175,0.0499999999999999,Low,116.0908,satisfactory,39,14807,68.97,4,yes
yes,Driver,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,1273,6112,3.8,Satisfactory,107.2152,satisfactory,35,15677,98.44,0,no
unknown,Driver,fri,doctorate,jun,Inner.city,not.registered,no,0,0,228,5953,3.8,Satisfactory,106002,poor,41,15725,87.83,0,no
no,Gardener,mon,Bachelour.degree,jun,Inner.city,inactive,no,0,2,336,6948,3.6,Satisfactory,106412,excellent,59,15687,83.83,0,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,active,yes,0,0,113,2166,-1,High,107.5844,satisfactory,34,15315,79.69,1,yes
yes,Lawyer,fri,other,may,Inner.city,inactive,no,0,2,515,5406,2.95,Satisfactory,106.6052,satisfactory,31,15574,101.75,1,no
no,Chef,wed,other,oct,Inner.city,inactive,yes,0,0,893,2072,-0.25,Satisfactory,107.6608,poor,31,14922,71.73,1,yes
no,Librarian,wed,highschool.certificate,aug,Inner.city,active,yes,0,1,157,1573,-2.95,Satisfactory,107.7508,satisfactory,76,15283,108.93,0,no
no,Driver,tue,other,jul,Inner.city,inactive,yes,0,2,252,6303,3.8,Satisfactory,107.1044,poor,32,15698,84.12,1,no
yes,Driver,thu,TAFE,jul,Inner.city,inactive,no,0,10,538,6603,3.7,Satisfactory,107.4444,poor,22,15681,84.74,1,no
no,Self-employed,tue,highschool.certificate,may,suburban,active,no,0,2,773,6.13,3.05,Satisfactory,108.5552,satisfactory,40,15555,100.35,0,no
yes,Lawyer,fri,Bachelour.degree,apr,Inner.city,active,yes,0,1,899,2201,-1.1,Satisfactory,104.88,excellent,37,15295,75.87,1,no
yes,Electrician,mon,other,aug,Inner.city,inactive,no,0,1,251,1.95,-2.85,Satisfactory,107.9308,satisfactory,62,15238,105.83,1,no
no,Lawyer,thu,other,jul,Inner.city,inactive,yes,0,0,155,1879,-2.75,Satisfactory,107.9452,satisfactory,44,15236,103.3,1,no
yes,Driver,tue,highschool.certificate,nov,Inner.city,inactive,yes,4,2,1014,2355,-0.15,Low,105.9336,excellent,33,14965,69.47,3,yes
no,Self-employed,thu,Higher.school.certificate,nov,suburban,inactive,yes,0,3,129,6089,1.15,Satisfactory,109.44,satisfactory,53,15555,84.06,0,no
yes,Gardener,tue,Bachelour.degree,oct,Inner.city,inactive,no,0,2,243,6916,1.25,High,109.9084,satisfactory,38,15630,91.07,1,yes
no,Electrician,mon,other,jun,Inner.city,inactive,no,0,11,325,6609,3.6,Satisfactory,108042,poor,32,15671,88.23,0,no
yes,Plumber,mon,other,apr,Inner.city,inactive,yes,0,3,212,3281,-1.2,High,107.52,satisfactory,43,15255,75.82,1,no
no,Lawyer,thu,Bachelour.degree,sep,Inner.city,inactive,yes,0,1,829,2122,-3.6,Satisfactory,108.4032,satisfactory,54,15090,113.52,1,no
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,0,1320,5387,3.7,Satisfactory,109.9652,poor,31,15711,97.83,0,no
yes,Librarian,tue,other,nov,Inner.city,inactive,yes,0,0,151,5057,1.25,Satisfactory,107.05,satisfactory,55,15567,86.46,1,no
yes,Driver,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,3,287,6081,3.4,Satisfactory,106.9352,excellent,41,15733,100.25,0,no
yes,Librarian,wed,Bachelour.degree,oct,Inner.city,inactive,yes,0,2,154,2425,-3.7,Satisfactory,102.9848,satisfactory,72,15058,117.06,1,no
yes,Lawyer,thu,other,jun,Inner.city,active,no,0,5,298,5416,3.6,Satisfactory,111892,satisfactory,42,15699,87.55,0,yes
yes,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,4,100,6331,3.7,Satisfactory,104.8252,satisfactory,61,15755,100.09,1,no
no,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,220,5132,3.6,Satisfactory,105.6444,satisfactory,34,15658,79.96,1,no
yes,Chef,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,4,301,1758,-1.3,Satisfactory,104.9544,satisfactory,22,15310,67.1,1,yes
no,Self-employed,fri,TAFE,aug,Inner.city,inactive,yes,0,4,502,1929,-2.75,Satisfactory,103.5808,poor,28,15311,104.36,0,yes
yes,Lawyer,fri,other,may,Inner.city,inactive,no,0,5,323,6659,2.95,Satisfactory,110.1852,satisfactory,47,15595,97.88,0,no
no,Self-employed,fri,TAFE,jul,suburban,active,no,0,3,388,5955,3.5,Satisfactory,107.6344,satisfactory,31,15738,85.9,0,no
no,Self-employed,fri,Bachelour.degree,may,suburban,active,no,0,4,586,2336,-1.4,Satisfactory,108.6944,satisfactory,36,15295,79.41,1,no
yes,Driver,thu,other,apr,Inner.city,inactive,yes,0,2,1233,2726,-1.4,Satisfactory,105.84,poor,31,15290,76.01,0,yes
no,Librarian,mon,highschool.certificate,mar,Inner.city,inactive,yes,0,4,912,2891,-1.2,High,107.6444,satisfactory,68,15287,71.22,2,no
yes,Lawyer,fri,Bachelour.degree,jun,Inner.city,inactive,no,0,16,215,5848,3.8,Satisfactory,105352,poor,34,15712,85.38,0,yes
yes,Plumber,mon,other,may,suburban,inactive,no,0,5,314,6528,3.15,Satisfactory,108.0852,satisfactory,39,15574,98.46,1,no
no,Retail,fri,Higher.school.certificate,jun,suburban,inactive,no,0,9,1209,5111,3.5,Satisfactory,109242,excellent,38,15660,91.15,0,no
yes,Chef,wed,Bachelour.degree,jun,Inner.city,inactive,yes,0,5,740,1751,-2.95,Satisfactory,105.2604,poor,28,15241,92.3,0,yes
no,Self-employed,mon,Bachelour.degree,may,Inner.city,active,no,0,2,252,5742,2.95,Satisfactory,107.5752,satisfactory,40,15611,99.3,0,no
no,Lawyer,fri,Bachelour.degree,may,suburban,active,yes,0,3,605,1978,-1.4,Satisfactory,108.5244,satisfactory,38,15264,79.36,0,no
no,Chef,mon,other,aug,Inner.city,inactive,yes,0,1,257,2183,-2.75,Satisfactory,102.4808,poor,24,15219,109.1,1,yes
no,Lawyer,mon,unknown,may,Inner.city,inactive,no,0,2,552,5309,3.25,Satisfactory,110.7752,satisfactory,44,15572,101.9,1,no
no,Lawyer,mon,other,may,Inner.city,inactive,no,0,5,1716,5.99,3.25,Satisfactory,109.8652,excellent,32,15576,102.67,0,no
no,Chef,tue,other,oct,Inner.city,inactive,yes,0,2,677,2647,-0.15,Satisfactory,108.0508,poor,18,14887,68.77,1,yes
yes,Driver,thu,doctorate,apr,Inner.city,inactive,yes,0,2,828,2643,-1.4,Satisfactory,106.32,excellent,35,15337,72.8,1,no
yes,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,0,353,6354,3.4,Satisfactory,106.8252,satisfactory,48,15641,97.65,1,no
no,Electrician,thu,other,aug,Inner.city,active,yes,0,2,679,6519,3.6,Satisfactory,105.1452,satisfactory,45,15657,98.03,0,no
no,Self-employed,fri,highschool.certificate,may,suburban,inactive,no,0,6,258,5413,2.95,Satisfactory,109.3852,satisfactory,45,15569,97.32,1,no
yes,Self-employed,tue,TAFE,jun,Inner.city,inactive,no,0,2,400,5831,3.6,Satisfactory,109852,satisfactory,36,15684,84.36,1,no
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,no,0,1,2705,5199,3.25,Satisfactory,108.8552,poor,38,15615,99.82,0,yes
yes,Electrician,thu,other,apr,Inner.city,inactive,yes,0,1,266,2211,-1.1,Satisfactory,105.51,poor,28,15306,76.18,0,yes
yes,Academic,tue,TAFE,may,suburban,inactive,yes,0,1,289,1454,-1.4,Satisfactory,108.3244,excellent,62,15312,77.46,0,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,800,1765,-1.1,Satisfactory,108.59,satisfactory,31,15249,75.1,0,no
unknown,Gardener,fri,Bachelour.degree,jun,Inner.city,not.registered,no,0,8,1408,4894,3.8,Satisfactory,108102,poor,31,15649,83.63,1,no
yes,Driver,fri,doctorate,apr,Inner.city,inactive,yes,0,0,93,2332,-1.4,High,103.76,poor,37,15289,78.22,1,no
no,Lawyer,fri,other,may,Inner.city,inactive,no,0,1,941,5669,3.35,Satisfactory,109.3652,poor,30,15585,96.28,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,4,600,5301,3.15,Satisfactory,108.6152,poor,25,15599,97.09,0,no
yes,Academic,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,2,75,5738,3.5,Satisfactory,106692,excellent,57,15704,86.44,0,no
no,Gardener,wed,TAFE,aug,Inner.city,inactive,no,0,14,645,5224,3.15,High,105.9852,excellent,25,15563,95.97,0,no
yes,Plumber,thu,other,nov,Inner.city,active,yes,0,4,173,4725,1.55,Satisfactory,108.4,satisfactory,38,15583,89.37,1,no
yes,Lawyer,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,5,146,2658,-1.3,Satisfactory,106.75,satisfactory,34,15297,74.72,0,no
yes,Plumber,tue,Bachelour.degree,jun,suburban,inactive,no,0,1,299,5404,3.5,Satisfactory,110512,satisfactory,48,15675,86.7,1,no
yes,Lawyer,mon,other,nov,suburban,active,yes,0,1,382,5445,1.45,Satisfactory,106.7,satisfactory,41,15554,84.27,1,no
yes,Lawyer,wed,other,may,Inner.city,inactive,no,0,1,187,6539,3.15,Satisfactory,107.0052,satisfactory,47,15590,97.86,1,no
no,Self-employed,wed,Higher.school.certificate,may,suburban,inactive,no,0,3,191,6021,2.95,Satisfactory,109.9552,satisfactory,34,15608,98.37,0,no
unknown,Driver,wed,doctorate,jul,Inner.city,not.registered,no,0,0,1163,5523,3.6,Satisfactory,108.5744,poor,23,15685,86.51,0,yes
no,Self-employed,mon,highschool.certificate,may,Inner.city,active,yes,0,3,794,2748,-1.4,High,106.5044,poor,32,15287,77.35,2,no
yes,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,0,159,5228,3.5,Satisfactory,104.7452,poor,42,15717,100.57,0,no
yes,Lawyer,mon,other,aug,suburban,inactive,yes,0,4,888,6295,3.8,Satisfactory,107.8752,satisfactory,50,15671,99.34,0,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,active,no,0,4,140,5935,3.25,Satisfactory,107.9152,satisfactory,38,15582,100.31,0,no
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,205,5652,3.4,Satisfactory,107.4844,satisfactory,32,15729,82.69,1,no
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,2,234,6016,3.6,Satisfactory,105.1652,satisfactory,32,15692,100.63,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,145,2137,-1.1,Satisfactory,106.6344,poor,42,15298,79.06,0,no
yes,Driver,thu,doctorate,aug,suburban,inactive,yes,0,1,584,5821,3.5,Satisfactory,110.8952,satisfactory,32,15701,99.57,0,no
yes,Self-employed,mon,TAFE,jul,Inner.city,inactive,yes,0,4,160,5559,3.4,Satisfactory,105.2144,excellent,33,15673,86.84,1,no
yes,Doctor,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,0,352,1561,-1.2,High,105.4344,satisfactory,55,15312,80.13,1,no
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,yes,0,2,148,1737,-1.1,Satisfactory,105.2244,excellent,38,15316,76.94,0,no
yes,Chef,thu,unknown,jul,Inner.city,active,yes,1,10,316,1.29,-0.95,High,105852,poor,21,14999,87.94,2,no
yes,Self-employed,tue,unknown,jun,suburban,active,no,0,1,289,5819,3.4,Satisfactory,111242,satisfactory,46,15705,89.95,1,no
yes,Gardener,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,290,1616,-2.65,Satisfactory,105.6808,poor,31,15193,112.68,0,yes
no,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,2,398,1949,-1.2,Satisfactory,104.0244,poor,26,15336,83.43,1,no
yes,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,no,0,2,246,5902,3.05,Satisfactory,107.3652,poor,30,15584,99.18,1,no
no,Gardener,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,3,137,2.67,-1.4,Satisfactory,107.48,satisfactory,30,15336,74.92,0,no
yes,Lawyer,mon,Bachelour.degree,may,Inner.city,inactive,no,0,4,410,5.32,3.35,Satisfactory,105.2352,satisfactory,42,15576,103.43,1,no
no,Driver,thu,doctorate,jun,Inner.city,inactive,no,0,3,1087,6895,3.7,Satisfactory,109042,poor,29,15702,84.57,1,yes
no,Librarian,fri,unknown,aug,Inner.city,active,yes,0,0,205,6863,3.7,Satisfactory,108.3652,satisfactory,59,15734,99.14,0,no
yes,Self-employed,wed,TAFE,may,suburban,inactive,no,0,0,219,6891,3.35,Satisfactory,106.5052,excellent,42,15557,97.79,1,no
yes,Lawyer,mon,Higher.school.certificate,may,suburban,inactive,no,0,0,280,5879,3.35,Satisfactory,109.5652,excellent,51,15606,98.89,0,no
unknown,Lawyer,thu,other,may,Inner.city,not.registered,no,0,2,472,2.88,-1.4,Satisfactory,106.9444,satisfactory,34,15267,78.68,1,no
no,Lawyer,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,168,6364,3.6,Satisfactory,109.8144,satisfactory,42,15611,82.27,1,yes
yes,Self-employed,fri,Higher.school.certificate,jun,Inner.city,inactive,yes,0,2,2538,5276,1.45,Satisfactory,108.96,excellent,40,15616,83.55,0,yes
yes,Doctor,wed,other,may,Inner.city,inactive,no,0,4,20,5354,3.25,Satisfactory,107.7952,poor,23,15555,97.13,1,no
yes,Self-employed,tue,Bachelour.degree,jun,suburban,inactive,no,0,1,326,6068,3.7,Satisfactory,107082,poor,30,15695,87.07,1,no
yes,Self-employed,tue,Bachelour.degree,mar,suburban,inactive,yes,0,0,963,2504,-1.3,Satisfactory,113.2144,satisfactory,33,15334,72.16,0,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,432,1671,-1,Satisfactory,104.7944,satisfactory,33,15321,79.11,1,no
yes,Lawyer,thu,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,375,2145,-1.2,Satisfactory,107.93,satisfactory,40,15313,75.53,1,no
no,Retail,thu,unknown,may,Inner.city,inactive,yes,0,2,335,2652,-1,Satisfactory,108.4644,excellent,58,15269,78.5,0,no
yes,Gardener,thu,Bachelour.degree,may,Inner.city,active,yes,0,0,599,2501,-1.2,Satisfactory,108.0644,poor,32,15303,75.98,0,no
no,Lawyer,thu,other,jun,Inner.city,inactive,no,0,1,267,6553,3.8,Satisfactory,109272,satisfactory,42,15674,86.34,1,no
no,Lawyer,thu,Bachelour.degree,apr,Inner.city,inactive,yes,0,0,980,2535,-1.4,High,106.88,poor,37,15261,78.04,1,yes
yes,Self-employed,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,281,5827,3.8,Satisfactory,107.9544,excellent,34,15637,85.09,1,no
yes,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,0,1167,2.57,-1.3,Satisfactory,105.3844,satisfactory,37,15307,76.76,1,no
unknown,Self-employed,thu,highschool.certificate,apr,Inner.city,not.registered,yes,0,1,755,3073,-1,High,108.49,satisfactory,44,15307,73.75,1,no
no,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,1,1542,6441,3.7,Satisfactory,106.4644,satisfactory,36,15661,82.33,0,yes
yes,Lawyer,tue,other,aug,suburban,inactive,yes,0,0,132,4.81,3.8,Satisfactory,108.2752,poor,34,15653,101.48,1,no
yes,Lawyer,mon,other,may,suburban,inactive,yes,0,0,603,2194,-1.3,Satisfactory,109.0444,excellent,35,15266,82.53,0,yes
no,Academic,fri,highschool.certificate,may,Inner.city,inactive,no,0,0,1293,6042,3.35,Satisfactory,108.3252,satisfactory,49,15581,98.13,1,no
yes,Gardener,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,389,6.76,3.8,Satisfactory,109.5844,excellent,37,15696,84.04,0,no
yes,Driver,tue,doctorate,aug,suburban,inactive,yes,0,4,229,6371,3.8,Satisfactory,107.1552,excellent,58,15716,100.28,1,no
yes,Librarian,mon,doctorate,may,Inner.city,inactive,yes,0,5,481,2287,-1,Satisfactory,111.5244,satisfactory,65,15351,79.19,1,no
yes,Lawyer,fri,other,may,suburban,active,yes,0,0,729,2481,-1.3,Satisfactory,106.9044,poor,32,15275,78.36,1,no
yes,Driver,fri,Higher.school.certificate,jun,suburban,inactive,no,0,3,313,6329,3.4,Satisfactory,109112,satisfactory,37,15712,87.7,0,no
yes,Gardener,mon,Bachelour.degree,jul,Inner.city,active,yes,0,7,420,6352,3.4,Satisfactory,108.7744,satisfactory,37,15683,84.14,1,no
yes,Lawyer,thu,doctorate,may,Inner.city,active,yes,0,0,1212,1874,-1.3,Satisfactory,105.8044,satisfactory,42,15312,79.72,0,no
yes,Gardener,fri,highschool.certificate,jul,Inner.city,inactive,yes,0,3,502,5737,3.5,Satisfactory,107.5844,satisfactory,50,15696,87.46,1,no
no,Driver,fri,highschool.certificate,apr,Inner.city,active,yes,0,3,464,2.8,-1.1,Satisfactory,112.73,satisfactory,38,15267,75.22,0,no
no,Driver,mon,doctorate,aug,Inner.city,inactive,yes,0,3,741,6415,3.7,Satisfactory,108.5052,satisfactory,44,15659,100.88,1,no
no,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,709,2494,-1.1,Satisfactory,106.8644,satisfactory,38,15317,80.16,0,no
no,Self-employed,thu,Higher.school.certificate,jun,Inner.city,active,no,0,2,433,6193,3.6,Satisfactory,108222,satisfactory,24,15678,86.6,1,no
no,Self-employed,fri,honours.degree,may,suburban,active,no,0,1,672,5069,2.95,Satisfactory,105.7752,satisfactory,43,15574,99.81,0,no
yes,Plumber,wed,other,nov,Inner.city,inactive,yes,2,0,436,1912,-3.4,Low,105.3692,satisfactory,31,15016,113.01,2,no
yes,Driver,fri,other,apr,Inner.city,inactive,yes,0,0,851,2287,-1.3,High,107.26,poor,39,15315,71.87,1,no
yes,Gardener,fri,other,may,Inner.city,inactive,no,0,2,507,6566,2.95,Satisfactory,111.2352,satisfactory,25,15606,94.73,1,no
yes,Driver,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,3,295,1.57,-3.05,High,105.0352,satisfactory,49,15243,104.17,1,yes
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,2,259,5989,3.6,Satisfactory,109.2652,satisfactory,38,15700,98.86,1,no
yes,Driver,tue,other,may,Inner.city,inactive,no,0,3,680,5567,3.15,Satisfactory,106.1252,satisfactory,32,15572,98.88,0,no
no,Retail,mon,other,jun,Inner.city,inactive,no,0,1,347,5238,3.8,Satisfactory,107792,satisfactory,36,15695,89.03,1,no
no,Driver,mon,other,may,Inner.city,inactive,yes,0,5,375,2709,-1.4,High,106.0044,satisfactory,59,15269,76.46,2,no
no,Self-employed,mon,Higher.school.certificate,aug,Inner.city,inactive,yes,0,4,629,2.46,-1.1,Satisfactory,105.3344,poor,39,15269,76.71,0,no
yes,Lawyer,wed,other,may,Inner.city,active,yes,0,1,466,5139,1.55,Satisfactory,108.82,excellent,48,15595,84.75,1,no
yes,Academic,tue,highschool.certificate,sep,Inner.city,inactive,yes,0,1,205,1875,-3.4,Satisfactory,104.6132,satisfactory,55,15090,113.27,1,no
no,Driver,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,5,118,5465,3.6,Satisfactory,106.8644,satisfactory,41,15652,85.16,0,no
yes,Gardener,mon,Bachelour.degree,may,suburban,inactive,yes,0,5,159,6064,3.05,Satisfactory,108.7852,satisfactory,32,15515,100.71,0,no
yes,Driver,mon,other,may,Inner.city,inactive,no,0,6,302,6195,2.95,Satisfactory,109.0152,poor,30,15579,101.92,0,no
yes,Electrician,thu,other,may,Inner.city,inactive,yes,3,6,628,3806,-0.0500000000000001,Low,106.4308,satisfactory,54,14883,69.83,2,no
no,Self-employed,thu,highschool.certificate,jul,Inner.city,inactive,yes,0,1,1063,5.87,3.7,Satisfactory,110.3644,poor,26,15724,85.95,1,no
no,Retail,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,10,24,2606,-1,Satisfactory,107.1144,poor,30,15287,77.92,0,no
no,Driver,tue,doctorate,aug,Inner.city,active,yes,0,1,917,6208,3.4,High,108.7852,satisfactory,30,15712,98.56,1,no
yes,Plumber,tue,other,may,Inner.city,inactive,no,0,1,280,6541,2.95,Satisfactory,106.6752,poor,25,15551,96.32,1,no
yes,Plumber,thu,other,jun,Inner.city,active,no,0,4,73,6014,3.4,Satisfactory,108882,excellent,47,15661,84.46,1,no
